   Château Lascombes   Magnums (6 x 150cl),Lascombes,6x150,2004,£89.17,£150.00,£900.00,0,3,LASC003,,68.22%,,,,,
Château Lascombes,Lascombes,12x75,2003,£40.75,£65.00,£780.00,0,44,LASC002,,59.51%,,,,,
Château Lascombes,Lascombes,12x75,2000,£64.17,£80.00,£960.00,0,17,LASC001,Price incresed £5,24.67%,,,,,
Château Latour,Latour,12x75,2001,£239.79,£650.00,"£7,800.00",0,2,LATO002,,171.07%,,,,,
Château Latour,Latour,12x75,1998,£315.00,£475.00,"£5,700.00",0,4,LATO001,,50.79%,,,,,
Château Léoville-Barton,Leoville Barton,12x75,2007,£30.83,£60.00,£720.00,0,5,BART006,,94.62%,,,,,
Château Léoville-Barton,Leoville Barton,12x75,2003,£54.90,£80.00,£960.00,,2,BART004,,45.72%,,,,,
Château Léoville-Barton,Leoville Barton,12x75,2002,£36.50,£75.00,£900.00,0,17,BART003,,105.48%,,,,,
Château Léoville-Barton,Leoville Barton,12x75,2001,£30.00,£65.00,£780.00,,3,BART002,,116.67%,,,,,
Château Léoville-Barton,Leoville Barton,12x75,2000,£67.50,£160.00,"£1,920.00",0,24,BART001,,137.04%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,2003,£100.83,£152.00,"£1,824.00",0,4,LEOV006,Price incresed £17,50.75%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,2000,£177.50,£300.00,"£3,600.00",0,7,LEOV005,,69.01%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,1999,£94.17,£100.00,"£1,200.00",0,6,LEOV004,Price incresed £40,6.19%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,1998,£102.50,£120.00,"£1,440.00",0,15,LEOV003,Price incresed £10,17.07%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,1996,£140.40,£250.00,"£3,000.00",0,6,LEOV002,,78.06%,,,,,
Château Léoville Las Cases,Leoville Las Cases,12x75,1995,£119.17,£195.00,"£2,340.00",0,7,LEOV001,,63.63%,,,,,
Château Léoville-Poyférré,Leoville Poyferre,12x75,2006,£34.17,£70.00,£840.00,3,,LEOP004,,104.86%,,,,,
Château Léoville-Poyférré,Leoville Poyferre,12x75,2001,£45.00,£70.00,£840.00,0,25,LEOP003,,55.56%,,,,,
Château Léoville-Poyférré,Leoville Poyferre,12x75,2000,£90.00,£170.00,"£2,040.00",0,14,LEOP002,,88.89%,,,,,
Château Léoville-Poyférré,Leoville Poyferre,12x75,1998,£40.75,£75.00,£900.00,0,29,LEOP001,,84.05%,,,,,
CHÂTEAU DE LISENNES – AOC BORDEAUX ,Lisennes,12x75,2010,£5.00,£8.00,£96.00,90,,LISE001,dropping this line once finished,60.00%,,,,,
 LOUIS ROEDERER Theophile - Brut (6 x 75cl),"Louis Roederer, Theophile Brut",6x75,NV,£18.64,£26.00,£156.00,,36,THEO001,,39.51%,,,,,
     Grand de Lucas ‘Cuvée Prestige’ LUSSAC ST EMILION Half Bottles (24 x 37.5cl),"Lucas, Grand Lucas Prestige",24x37.5,2008,£4.16,£7.25,£174.00,5,,LUCA002,,74.28%,,,,,
Grand de Lucas ‘Cuvée Prestige’ LUSSAC ST EMILION,"Lucas, Grand Lucas Prestige",12x75,2005,£7.03,£11.75,£141.00,86,,LUCA001,,67.14%,,,,,
     Grand de Lucas ‘Cuvée Prestige’ LUSSAC ST EMILION Magnums (6 x 150cl),"Lucas, Grand Lucas Prestige",6x150,2000,£16.99,£28.50,£171.00,8,,LUCA003,,67.75%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,2007,£55.63,£85.00,"£1,020.00",0,11,LYNC009,,52.80%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,2006,£55.63,£110.00,"£1,320.00",0,6,LYNC008,,97.74%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,2005,£72.63,£110.00,"£1,320.00",0,9,LYNC007,,51.45%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,2004,£113.00,£130.00,"£1,560.00",0,22,LYNC006,Price incresed £20,15.04%,,,,,
      Château Lynch-Bages Magnums (6 x 150cl),Lynch Bages,6x150,2004,£228.00,£260.00,"£1,560.00",0,6,LYNC005,Price incresed £30,14.04%,,,,,
  Château Lynch-Bages     Half Bottles (12 x 37.5cl),Lynch Bages,12x37.5,2003,£38.00,£60.00,"£1,440.00",0,41,LYNC004,,57.89%,,,,,
   Château Lynch-Bages    Magnums (6 x 150cl),Lynch Bages,6x150,2003,£144.54,£230.00,"£1,380.00",0,11,LYNC003,,59.13%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,2001,£62.71,£110.00,"£1,320.00",0,21,LYNC002,,75.41%,,,,,
Château Lynch-Bages,Lynch Bages,12x75,1998,£66.25,£110.00,"£1,320.00",0,27,LYNC001,,66.04%,,,,,
MARCHESI DI BAROLO ‘Pi Cit’ Langhe DOC ,"Marchesi Barolo, Picit Langue",12x75,1999,£13.30,£34.25,£205.50,0,12,BARO001,,157.52%,,,,,
Château Margaux,Margaux,12x75,2005,£725.00,£950.00,"£11,400.00",0,6,MARG002,,31.03%,,,,,
Château Margaux,Margaux,12x75,2004,£244.17,£500.00,"£6,000.00",0,2,MARG001,,104.78%,,,,,
 MEERLUST Rubicon (6 x 75 cl),"Meerlust, Rubicon",6x75,2009,£13.82,£19.75,£118.50,,,MEER001,,42.96%,,,,,
MICHEL WUST Gewurztraminer,"Michel Wust, Gewurztraminer Tradition",12x75,2012,£7.10,£10.25,£123.00,40,,MICH001,,44.37%,,,,,
    Château Mille Roses Haut Medoc  Half Bottles (24 x 37.5cl),Mille Roses (Haut Medoc),24x37.5,2008,£6.37,£10.75,£258.00,17,,MILL006,,68.76%,,,,,
Château Mille Roses Haut Medoc,Mille Roses (Haut Medoc),12x75,2006,£9.17,£16.50,£198.00,90,24,MILL003,,79.93%,,,,,
    Château Mille Roses Haut Medoc  Half Bottles (24 x 37.5cl),Mille Roses (Haut Medoc),24x37.5,2006,£13.13,£13.13,£258.00,0,,MILL004,,0.00%,,,,,
Château Mille Roses Haut Medoc,Mille Roses (Haut Medoc),12x75,2004,£9.72,£16.25,£195.00,6,82,MILL001, 2004 vintage first,67.18%,,,,,
Château Monbousquet,Monbousquet,12x75,2005,£40.75,£60.00,£720.00,0,13,MONB003,,47.24%,,,,,
Château Monbousquet,Monbousquet,12x75,2003,£32.25,£50.00,£600.00,0,9,MONB002,,55.04%,,,,,
Château Monbousquet,Monbousquet,12x75,2000,£55.00,£70.00,£840.00,,8,MONB001,Did not buy - Cost is market price,27.27%,,,,,
DOMAINE DE MONT - AURIOL Cabernet Sauvignon,"Mont Auriol, Cavernet Sauvignon",12x75,2009,£4.84,£6.75,£81.00,0,,MONT009,dropping this product,39.46%,,,,,
DOMAINE DE MONT - AURIOL Chardonnay,"Mont Auriol, Chardonnay",12x75,2012,£4.81,£6.75,£81.00,36,,MONT008,dropping this product,40.33%,,,,,
DOMAINE DE MONT - AURIOL Merlot ,"Mont Auriol, Merlot",12x75,2013,£4.21,£6.75,£81.00,75,,MONT007,new cost price,60.33%,,,,,
DOMAINE DE MONT - AURIOL Sauvignon Blanc ,"Mont Auriol, Sauvignon",12x75,2014,£4.20,£6.75,£81.00,75,,MONT005,new cost price,60.71%,,,,,
DOMAINE DE MONT - AURIOL Viognier ,"Mont Auriol, Viognier",12x75,2012,£4.79,£6.75,£81.00,15,,MONT006,dropping this product,40.92%,,,,,
BODEGA MONTEVIEJO – MENDOZA  Festivo Malbec,"Monteviejo, Festivo Malbec",12x75,2012,£5.12,£7.75,£93.00,25,,MONT002,,51.37%,,,,,
BODEGA MONTEVIEJO – MENDOZA Festivo Torrontes White,"Monteviejo, Festivo Torrontes",12x75,2010,£5.25,£7.75,£93.00,,,MONT012,,47.62%,,,,,
BODEGA MONTEVIEJO – MENDOZA Lindaflor Malbec,"Monteviejo, Lindaflor",12x75,2007,£15.25,£25.00,£150.00,7,,MONT004,,63.93%,,,,,
BODEGA MONTEVIEJO – MENDOZA Monteviejo Malbec (6 x 75cl),"Monteviejo, Monteviejo Malbec",6x75,2007,£14.48,£19.00,£114.00,19,,MONT003,,31.22%,,,,,
BODEGA MONTEVIEJO – MENDOZA Petite Fleur,"Monteviejo, Petite Fleur",12x75,2010,£11.95,£12.50,£150.00,24,,MONT001,,4.60%,,,,,
Château Montrose,Montrose,12x75,2007,£37.80,£65.00,£780.00,0,4,MONT023,,71.96%,,,,,
 Château Montrose     Magnums (6 x 150cl),Montrose,6x150,2003,£244.17,£360.00,"£2,160.00",0,6,MONT021,,47.44%,,,,,
Château Montrose,Montrose,12x75,2001,£47.83,£70.00,£840.00,0,13,MONT018,,46.35%,,,,,
Château Montrose,Montrose,12x75,2000,£80.42,£155.00,"£2,100.00",0,12,MONT016,,92.74%,,,,,
   Château Montrose   Half Bottles (12 x 37.5cl),Montrose,12x37.5,2000,£40.00,£80.00,£960.00,0,12,MONT017,,100.00%,,,,,
Château Montrose,Montrose,12x75,1999,£56.67,£75.00,£900.00,0,7,MONT015,Price incresed £5,32.35%,,,,,
Château Montviel,Montviel,12x75,2006,£19.06,£35.00,£420.00,0,46,MONT0013,,,,,,,
Château Le Moulin,Moulin,12x75,2000,£50.00,£100.00,1.200.00,0,5,MOUL001,,,,,,,
Château Mouton Rothschild ,Mouton Rothschild,12x75,2002,£234.00,£450.00,"£5,400.00",0,1,MOUT005,,92.31%,,,,,
Château Mouton Rothschild,Mouton Rothschild,12x75,2001,£252.50,£400.00,"£4,800.00",0,12,MOUT004,,58.42%,,,,,
Château Mouton Rothschild,Mouton Rothschild,12x75,1997,£37.50,£400.00,"£4,800.00",0,4,MOUT003,,966.67%,,,,,
Château Mouton Rothschild ,Mouton Rothschild,12x75,1996,£277.50,£475.00,"£5,700.00",0,5,MOUT002,,71.17%,,,,,
Château Mouton Rothschild ,Mouton Rothschild,12x75,1995,£277.50,£475.00,"£5,700.00",0,4,MOUT001,,71.17%,,,,,
"NAVRINA COVE ESTATE, MARLBOROUGH Sauvignon Blanc","Navrina Cove, Sauvignon Blanc ",12x75,2012,£7.30,£9.75,£117.00,55,,NAVR001,,33.56%,,,,,
Château Nenin,Nenin,12x75,2009,£23.54,£54.00,£648.00,5,,NENI002,,,,,,,
Château Nenin,Nenin,12x75,1998,£42.00,£60.00,£720.00,0,12,NENI001,new cost price,,,,,,
OLIVIER RAVOIRE Châteauneuf du Pape,"Olivier Ravoire, Chateauneuf du Pape",12x75,2010,£12.89,£18.00,£216.00,10,,OLIV001,need to consider reordering!,39.64%,,,,,
Grande Classique Cuvee - PREMIÈRES CÔTES DE BORDEAUX,Orangerie,12x75,2006,£5.59,£9.10,£105.00,,44,ORAN001,2006 vintage first,62.79%,,,,,
Grande Classique Cuvee - PREMIÈRES CÔTES DE BORDEAUX,Orangerie,12x75,2008,£5.59,£9.10,£105.00,20,82,ORAN002,2006 vintage first,62.79%,,,,,
Château Les Ormes de Pez,Ormes Pez,12x75,2009,£16.67,£30.00,£360.00,,6,ODPE008,,79.96%,,,,,
Château Les Ormes de Pez,Ormes Pez,12x75,2005,£19.50,£40.00,£480.00,,10,ODPE007,,105.13%,,,,,
Château Les Ormes de Pez,Ormes Pez,12x75,2003,£19.17,£35.00,£420.00,,28,ODPE006,,82.58%,,,,,
Château Les Ormes de Pez,Ormes Pez,12x75,2002,£16.67,£32.00,£384.00,,9,ODPE004,,91.96%,,,,,
Château Les Ormes de Pez      Half Bottles (12 x 37.5cl),Ormes Pez,12x37.5,2002,£8.34,£17.00,£100.08,,24,ODPE005,,103.84%,,,,,
Château Les Ormes de Pez,Ormes Pez,12x75,2000,£21.98,£42.00,£504.00,,8,ODPE002,,91.08%,,,,,
Château Les Ormes de Pez      Half Bottles (12 x 37.5cl),Ormes Pez,12x37.5,2000,£10.99,£23.50,£564.00,,1,ODPE003,,113.83%,,,,,
Château Les Ormes de Pez ,Ormes Pez,12x75,1996,£21.98,£35.00,£420.00,,19,ODPE001,,59.24%,,,,,
Château Palmer,Palmer,12x75,2006,£102.50,£170.00,"£2,040.00",0,7,PALM003,,65.85%,,,,,
Château Palmer,Palmer,12x75,2001,£99.00,£170.00,"£2,040.00",0,1,PALM002,,71.72%,,,,,
Château Palmer,Palmer,12x75,2000,£150.00,£300.00,"£3,600.00",0,7,PALM001,,100.00%,,,,,
Château Pape Clément,Pape Clement,12x75,2005,£92.50,£280.00,"£3,360.00",0,4,PAPE001,,202.70%,,,,,
Rioja Valdejimena Crianza,"Pastor Diaz, Rioja Valdejimena Crianza",12x75,2010,£5.15,£8.75,£105.00,25,,PAST007,New Vintage,69.90%,,,,,
Rioja Valdejimena Gran Reserva,"Pastor Diaz, Rioja Valdejimena Gran Reserva",12x75,2001,£10.42,£16.75,£201.00,6,,PAST001,,60.75%,,,,,
Rioja Valdejimena Gran Reserva,"Pastor Diaz, Rioja Valdejimena Gran Reserva",12x75,2003,£9.00,£16.75,£201.00,5,,PAST005,New Vintage,86.11%,,,,,
Rioja Valdejimena Reserva,"Pastor Diaz, Rioja Valdejimena Reserva",12x75,2009,£6.40,£11.75,£141.00,25,,PAST006,New Vintage,83.59%,,,,,
Rioja Valdejimena Tempranillo,"Pastor Diaz, Rioja Valdejimena Tempranillo",12x75,2012,£5.04,£7.50,£90.00,34,,PAST004,,48.81%,,,,,
PAUL DANGIN – CELLES SUR OURCES Carte d'Or - Brut Half Bottles (12 x 35.5cl) ,"Paul Dangin, Carte Or",12x37,NV,£7.21,£10.00,£120.00,0,,PAUL001,Dropping this product,38.70%,,,,,
Château Pavie,Pavie,12x75,2006,£126.25,£240.00,"£2,880.00",0,15,PAVI002,,90.10%,,,,,
Château Pavie,Pavie,12x75,2005,£202.50,£300.00,"£3,600.00",0,8,PAVI001,,48.15%,,,,,
Château Petit Village,Petit Village,12x75,2000,£32.25,£50.00,£600.00,0,20,PETI003,,,,,,,
Château Petit Village,Petit Village,12x75,1998,£37.92,£50.00,£600.00,0,42,PETI002,Price Incresed £5.00,,,,,,
Château Petit Village,Petit Village,12x75,1996,£23.75,£42.00,£504.00,0,18,PETI001,,,,,,,
Château Baron de Pichon-Longueville,Pichon Baron,12x75,2011,£44.79,£80.00,£960.00,1,,BARO008,,78.61%,,,,,
Château Baron de Pichon-Longueville (6 x 75cl),Pichon Baron,6x75,2010,£84.04,£185.00,"£2,220.00",1,,BARO007,,120.13%,,,,,
Château Baron de Pichon-Longueville,Pichon Baron,12x75,2009,£76.67,£145.00,"£1,740.00",2,,BARO006,,89.12%,,,,,
Château Baron de Pichon-Longueville,Pichon Baron,12x75,2006,£50.46,£100.00,"£1,200.00",7,,BARO005,,98.18%,,,,,
Château Baron de Pichon-Longueville ,Pichon Baron,12x75,2000,£110.52,£210.00,"£2,520.00",0,12,BARO004,,90.01%,,,,,
   Château Baron de Pichon-Longueville   Half Bottles (12 x 37.5cl),Pichon Baron,12x37.5,1998,£31.54,£50.00,"£1,200.00",0,10,BARO003,,58.53%,,,,,
Château Baron de Pichon-Longueville,Pichon Baron,12x75,1995,£69.30,£120.00,"£1,440.00",0,48,BARO002,,73.16%,,,,,
Château Pichon Lalande  (6 x 75cl),Pichon Lalande,6x75,2009,£142.83,£180.00,"£1,080.00",1,,PICH008,Price incresed £8,26.02%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,2005,£55.42,£100.00,"£1,200.00",3,,PICH007,,80.44%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,2000,£121.50,£320.00,"£3,840.00",0,16,PICH006,,163.37%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,1998,£27.50,£90.00,"£1,080.00",0,35,PICH005,,227.27%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,1997,£64.80,£95.00,"£1,140.00",0,15,PICH004,Price incresed £13,46.60%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,1989,£127.50,£200.00,"£2,400.00",,15,PICH003,,56.86%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,1988,£27.50,£110.00,"£1,320.00",0,3,PICH002,,300.00%,,,,,
Château Pichon Lalande,Pichon Lalande,12x75,1986,£133.20,£250.00,"£3,000.00",0,11,PICH001,,87.69%,,,,,
Montepulciano d’Abruzzo Monte Tessa DOC,"Pignataro, Montelpuciano d'Abruzzo Monte Tessa",12x75,2012,£4.83,£6.25,£75.00,20,,PIGN001,,29.40%,,,,,
Trebbiano d’Abruzzo ITG  (6 x 75cl),"Pignataro, Trebbiano d'Abruzzo",6x75,2011,£3.72,£6.25,£37.50,40,,PIGN002,,68.01%,,,,,
Brunello di Montalcino Poggio Salvi DOCG,"Poggio Salvi, Brunello Di Montalcino",12x75,2009,£17.21,£28.00,£336.00,7,,POGG004,,62.70%,,,,,
"Campo del Bosco IGT, Super Tuscan (6 x 75cl)","Poggio Salvi, Campo Del Bosco",6x75,2006,£11.95,£18.00,£108.00,5,,POGG005,,50.63%,,,,,
"Chianti Colli Senesi DOCG ,","Poggio Salvi, Chianti Colli Senesi",12x75,2012,,£9.75,£117.00,34,,POGG002,,,,,,,
"  Chianti Colli Senesi DOCG ,    Half Bottles (12 x 37.5cl)","Poggio Salvi, Chianti Colli Senesi",12x37.5,2009,£3.37,£6.50,£156.00,18,,POGG003,,92.88%,,,,,
"Morellino di Scansano DOC, ","Poggio Salvi, Morellino di Scansano",12x75,2012,£7.54,£10.00,£120.00,34,,POGG001,,32.63%,,,,,
Vino Nobile DOCG,"Poggio Salvi, Vino Nobile",12x75,2011,£10.16,£15.25,£183.00,7,,POGG006,,50.10%,,,,,
Château La Pointe,Pointe,12x75,2000,£23.75,£30.00,£360.00,0,8,POIN002,,,,,,,
 Château La Pointe     Half Bottles (12 x 37.5cl),Pointe,12x37.5,2000,£12.00,£17.50,£420.00,0,3,POIN001,,,,,,,
Château Pontet-Canet,Pontet Canet,12x75,2008,£41.25,£75.00,"£1,440.00",4,8,PONT003,,81.82%,,,,,
Château Pontet-Canet,Pontet Canet,12x75,2006,£46.42,£85.00,"£1,440.00",0,8,PONT002,,83.11%,,,,,
Château Pontet-Canet,Pontet Canet,12x75,2000,£62.71,£120.00,"£1,440.00",0,18,PONT001,,91.36%,,,,,
  Château Potensac    Half Bottles (12 x 37.5cl),Potensac,12x37.5,2009,£6.46,£14.50,£348.00,10,,POTE004,,124.46%,,,,,
Château Potensac,Potensac,12x75,2008,£12.21,£25.00,£300.00,4,,POTE003,,104.75%,,,,,
Château Potensac,Potensac,12x75,2005,£16.67,£30.00,£360.00,0,7,POTE001,,79.96%,,,,,
   Château Potensac   Half Bottles (12 x 37.5cl),Potensac,12x37.5,2000,£17.50,£24.00,£288.00,,4,POTE002,,37.14%,,,,,
Château Pouget,Pouget,12x75,2000,£19.50,£42.00,£504.00,0,4,POUG001,,115.38%,,,,,
Château Poujeaux,Poujeaux,12x75,2005,£20.00,£35.00,£420.00,0,7,POUJ001,,75.00%,,,,,
LES QUATRE TOURS Côte du Provence Rosé,"Quatre Tours, Provence Rose",12x75,2013,£4.40,£7.50,£90.00,150,,QUAT001,new cost price,70.45%,,,,,
LES QUATRE TOURS Côte du Provence Rosé Magnums  (6 x 150cl) ,"Quatre Tours, Provence Rose",6x150,2013,£8.80,£18.00,£108.00,8,,QUAT002,new cost price,104.55%,,,,,
"RANSOM WINES, MATAKANA Dark Summit","Ransom, Dark Summit ",12x75,2005,£12.49,£24.00,£288.00,0,,RANS002,,92.15%,,,,,
"RANSOM WINES, MATAKANA K. Syrah","Ransom, K Syrah",12x75,2007,£12.70,£24.00,£288.00,0,,RANS001,,88.98%,,,,,
Château Raymond Lafon,Raymond Lafon,12x75,2009,£17.95,£25.50,£300.00,,48,RAYM001,,42.06%,,,,,
DOMAINE RICHARD Condrieu ‘L’Amaraze’ ,"Richard, Condrieu Amaraze",12x75,2010,£15.18,£22.50,£270.00,10,,RICH001,Auriane to find better,48.22%,,,,,
 Château Rieussec     Half Bottles (12 x 37.5cl),Rieussec,12x37.5,2005,£13.00,£37.50,£450.00,0,6,RIEU005,,188.46%,,,,,
Château Rieussec ,Rieussec,12x75,2002,£19.50,£45.00,£540.00,0,5,RIEU004,,130.77%,,,,,
Château Rieussec ,Rieussec,12x75,1999,£20.21,£42.00,£504.00,0,3,RIEU003,,107.82%,,,,,
Château Rieussec,Rieussec,12x75,1996,£23.75,£38.00,£456.00,0,21,RIEU002,,60.00%,,,,,
Château Rieussec,Rieussec,12x75,1995,£20.21,£38.00,£456.00,0,30,RIEU001,,88.03%,,,,,
DOMAINE ROBERT MICHEL Cornas 'La Geynale',"Robert Michel, Cornas Geynale",12x75,2001,£14.93,£30.00,£360.00,0,,ROBE001,Auriane to find better - Producer no longer exist,100.94%,,,,,
CHÂTEAU ST GEORGES – ST GEORGES ST EMILION,Saint Georges,12x75,2011,£12.93,£19.00,£228.00,49,,GEOR002,,46.95%,,,,,
  CHÂTEAU ST GEORGES – ST GEORGES ST EMILION    Half Bottles (24 x 37.5cl),Saint Georges,24x37.5,2011,£6.97,£12.25,£294.00,15,,GEOR003,,75.75%,,,,,
  CHÂTEAU ST GEORGES – ST GEORGES ST EMILION    Magnums (6 x 150cl),Saint Georges,6x150,2011,£25.30,£30.00,£180.00,,34,GEOR004,price change,18.58%,,,,,
CHÂTEAU ST GEORGES – ST GEORGES ST EMILION,Saint Georges,12x75,2010,£13.84,£19.00,£228.00,10,,GEOR001,,37.28%,,,,,
DOMAINE SAINT PEYRE Picpoul de Pinet  (6 x 75cl),"Saint Peyre, Picpoul de Pinet",6x75,2014,£4.40,£6.75,£40.50,100,,PICP001,New cost price,53.41%,,,,,
Barbaresco DOCG,"Serio and Borgogno, Barbaresco",12x75,2008,£11.68,£17.25,£207.00,5,,SERI005,S,47.69%,,,,,
Barbera d’Alba DOC ‘Superiore’,"Serio and Borgogno, Barbera D'Alba Superiore",12x75,2009,£7.25,£10.25,£123.00,10,,SERI001,I,41.38%,,,,,
Barolo DOCG,"Serio and Borgogno, Barolo",12x75,2007,£14.56,£18.50,£222.00,17,,SERI007,S,27.06%,,,,,
Barolo DOCG Riserva ‘Cannubi’,"Serio and Borgogno, Barolo Cannubi",12x75,2005,£12.54,£23.75,£285.00,5,,SERI004,U,89.39%,,,,,
     Barolo DOCG Riserva ‘Cannubi’  Magnum (6 x 150 cl),"Serio and Borgogno, Barolo Cannubi",6x150,2007,£25.00,£52.50,£315.00,0,,SERI003,E,110.00%,,,,,
Gavi DOCG,"Serio and Borgogno, Gavi",12x75,2013,£7.69,£10.25,£123.00,0,,SERI006,Urgent !!!,33.29%,,,,,
Château Smith Haut-Lafitte ,Smith Haut Lafitte,12x75,2008,£34.17,£65.00,£780.00,5,,SMIT002,,90.23%,,,,,
Château Smith Haut-Lafitte,Smith Haut Lafitte,12x75,2001,£43.20,£100.00,"£1,200.00",0,10,SMIT001,,131.48%,,,,,
Château Sociando-Mallet,Sociando Mallet,12x75,2009,£18.23,£38.00,£456.00,5,,SOCI004,,108.45%,,,,,
Château Sociando-Mallet,Sociando Mallet,12x75,2006,£18.08,£45.00,£540.00,0,4,SOCI003,,148.89%,,,,,
Château Sociando-Mallet,Sociando Mallet,12x75,2005,£25.17,£50.00,£600.00,0,13,SOCI002,,98.65%,,,,,
Château Sociando-Mallet ,Sociando Mallet,12x75,2000,£32.25,£55.00,£660.00,0,36,SOCI001,,70.54%,,,,,
CHÂTEAU DE STONY Muscat de Frontignan - 'Doux' Half Bottles  (24 x 37.5cl),"Stony, Muscat",24x37,2008,£5.54,£6.75,£162.00,0,,STON001,dropping this product - in search of another,21.84%,,,,,
Château Suduiraut,Suduiraut,12x75,1996,£21.98,£40.00,£480.00,0,15,SUDU002,,81.98%,,,,,
Château Suduiraut,Suduiraut,12x75,1995,£21.98,£37.50,£450.00,0,3,SUDU001,,70.61%,,,,,
Château Talbot,Talbot,12x75,2010,£30.63,£60.00,£720.00,3,,TALB006,,95.89%,,,,,
  Château Talbot    Half Bottles (12 x 37.5cl),Talbot,12x37.5,2009,£14.60,£30.00,£720.00,2,,TALB005,,105.48%,,,,,
Château Talbot,Talbot,12x75,2006,£27.79,£55.00,£660.00,5,7,TALB004,,97.91%,,,,,
Château Talbot,Talbot,12x75,2005,£34.38,£65.00,£780.00,0,49,TALB003,,89.06%,,,,,
  Château Talbot    Half Bottles (12 x 37.5cl),Talbot,12x37.5,2005,£17.19,£35.00,£840.00,0,3,TALB002,,103.61%,,,,,
Château Talbot,Talbot,12x75,2003,£35.08,£55.00,£660.00,0,50,TALB001,,56.78%,,,,,
"TE MANIA Pinot Noir, Nelson","Te Mania, Pinot Noir",12x75,2012,£9.53,£13.50,£168.00,0,180,TEMA001,,41.66%,,,,,
Pinot Grigio DOC Venezia,"Tonon, Pinot Grigio Venezia",12x75,2012,£5.23,£8.25,£99.00,84,,TONO002,,57.74%,,,,,
"Villa Teresa, Pinot Grigio IGT","Tonon, Pinot Grigio Villa Teresa",12x75,2013,£4.91,£7.00,£84.00,55,,TONO001,,42.57%,,,,,
Frizzante Prosecco DOC Corda,"Tonon, Prosecco Frizzante Corda",12x75,NV,£10.74,£7.25,£87.00,50,,TONO003,To check the new cost price,-32.50%,,,,,
Villa Teresa Spumante Prosecco,"Tonon, Prosecco Spumante Villa Teresa",12x75,NV,£5.73,£8.25,£99.00,30,,TONO004,,43.98%,,,,,
Château La Tour du Pin Figeac,Tour Du Pin Figeac,12x75,2005,£12.92,£25.00,£300.00,7,24,TPFI001,,93.50%,,,,,
Château La Tour Figeac,Tour Figeac,12x75,2009,£21.77,£32.00,£384.00,50,80,TOUR002,,46.99%,,,,,
LES 3 CELLIERES Côtes du Rhône Red ‘Le Sentir des Terroirs‘,"Trois Celliers, Cotes du Rhone Sentier des Terroirs",12x75,2012,£5.41,£7.50,£45.00,54,,TROI001,,38.63%,,,,,
Trois Origines St Emilion,Trois Origines,12x75,2006,£14.94,£24.75,£297.00,20,31,ORIG001,,65.66%,,,,,
Château Trotte Vieille,Trottevieille,12x75,2000,£28.00,£48.00,£576.00,0,11,TROT001,,71.43%,,,,,
 VALLE ANDINO GRAN RESERVA Cabernet Sauvignon - Colchagua Valley,"Valle Andino Gran Reserva, Cabernet Sauvignon",12x75,2008,£6.69,£10.00,£120.00,8,,VALL009,,49.48%,,,,,
VALLE ANDINO GRAN RESERVA Merlot - Maule Valley,"Valle Andino Gran Reserva, Merlot",12x75,2008,£6.98,£10.00,£120.00,0,,VALL010,Out of Stock Only cellar left,43.27%,,,,,
VALLE ANDINO RESERVA ESPECIAL Chardonnay - Casablanca  Valley,"Valle Andino Reserva Especial, Chardonnay",12x75,2012,£5.75,£8.25,£99.00,35,,VALL005,,43.48%,,,,,
VALLE ANDINO RESERVA ESPECIAL Merlot - Maule Valley,"Valle Andino Reserva Especial, Merlot",12x75,2011,£5.48,£8.25,£99.00,10,,VALL011,,50.55%,,,,,
VALLE ANDINO RESERVA ESPECIAL Merlot - Maule Valley,"Valle Andino Reserva Especial, Merlot",12x75,2009,£5.70,£8.25,£99.00,5,,VALL006,,44.74%,,,,,
VALLE ANDINO RESERVA ESPECIAL Pinot Noir - Casablanca Valley,"Valle Andino Reserva Especial, Pinot Noir",12x75,2012,£6.71,£10.00,£99.00,47,,VALL008,,49.03%,,,,,
VALLE ANDINO RESERVA ESPECIAL Sauvignon Blanc - Casablanca  Valley,"Valle Andino Reserva Especial, Sauvignon Blanc",12x75,2009,£6.14,£8.25,£99.00,46,,VALL007,,34.36%,,,,,
VALLE ANDINO RESERVA Cabernet Sauvignon - Colchagua Valley,"Valle Andino Reserva, Cabernet Sauvignon",12x75,2012,£4.73,£7.00,£84.00,70,,VALL003,,47.99%,,,,,
