Stock Location,Cellar,Retail,SKU,L-WIN,Wine Searcher,Country,Region,Sub Region,Colour,Type,Alc%,Classification,Bottles/Case,Box Type,Wine Name,Vintage,Single size,"Bottle price landed, DP excellar",Shop Price + VAT,Shop Price ex VAT,Actual Margin,Note
C7,TRUE,FALSE,,,,,,,,,,,,,Grand Puy Lacoste,2000,0.75,57.04, £	109.15 ,87.32,53%,
C7,TRUE,FALSE,,,,,,,,,,,,,Grand Puy Lacoste,2003,0.75,29.42, £	61.10 ,48.88,66%,
B1,TRUE,FALSE,,,,,,,Red,,,Grand Cru Classe,12,Wood,Grand Puy Lacoste,2005,0.75,48.54, £	101.85 ,81.48,68%,
B1,TRUE,FALSE,,,,,,,Red,,,Grand Cru Classe,12,Wood,Grand Puy Lacoste,2006,0.75,27.29, £	87.30 ,69.84,156%,
,FALSE,FALSE,,,,,,,,,,,,,Gruaud Larose,2006,0.75,28, £	87.30 ,69.84,149%,
A1,TRUE,FALSE,,,,France,,,White,Sancerre,12.5,,,,"Guillopees, Sancerre Cuvee Henri Vernoy",2012,0.75,8.745, £	14.90 ,11.92,36%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Guillopees, Sancerre Cuvee Henri Vernoy",2013,0.375,5.51583333333333, £	8.35 ,6.68,21%,
,FALSE,FALSE,,,,,,,,,,,,,"Guillopees, Sancerre Cuvee Henri Vernoy",2013,0.75,7.86833333333333, £	15.70 ,12.56,60%,
A1,TRUE,FALSE,,,,France,,,Rose,,,,,,"Guillopees, Sancerre Cuvee Henri Vernoy Rose",2013,0.75,6.51083333333333, £	15.70 ,12.56,93%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Guillopees, Sancerre Cuvee Henri Vernoy Rose",2013,0.375,4.53, £	8.35 ,6.68,47%,
,FALSE,FALSE,,,,,,,,,,,,,"Guillopees, Sancerre Cuvee Henri Vernoy Rose",2012,0.75,6.6,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Hartford Court, Russian river valley, Pinot Noir ",2012,0.75,NA, £	34.60 ,27.68,,check with Simon the purchase price
C5,TRUE,FALSE,,,,,,,,,,,12,,Haut Brion,2001,0.75,219.17,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Haute Cariziere, Muscadet Clos Chene",2012,0.75,4.82, £	9.80 ,7.84,63%,
,FALSE,FALSE,,,,,,,,,,,,,"Henri & Gilles Remoriquet, Nuits Saint Georges",2009,0.75,14.95, £	34.50 ,27.6,85%,
,FALSE,FALSE,,,,,,,,,,,,,"Henri Delagrange, Pommard Vaumuriens Hauts",2008,0.75,14.03, £	32.30 ,25.84,84%,
,FALSE,FALSE,,,,,,,,,,,,,"Henri Delagrange, Volnay Vv",2006,0.75,12.3541666666667, £	29.40 ,23.52,90%,
,FALSE,FALSE,,,,,,,,,,,,,"Henriques, Madeira 10 Years",NV,0.75,5, £	19.30 ,15.44,209%,
,FALSE,FALSE,,,,,,,,,,,,,"Henriques, Madeira Full Rich",NV,0.75,5, £	12.10 ,9.68,94%,
,FALSE,FALSE,,,,,,,,,,,,,"Henriques, Olivier",2011,0.75,4.24, £	6.90 ,5.52,30%,
,FALSE,FALSE,,,,,,,,,,,,,"Hidalgo 200, Solera",NV,0.7,NA,NA,NA,,check with Simon the purchase price
,FALSE,FALSE,,,,,,,,,,,,,"Hidalgo, Sherry Almeda",NV,0.5,7.5,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Hidalgo, Sherry Faraon",NV,0.5,7.5, £	11.80 ,9.44,26%,
,FALSE,FALSE,,,,,,,,,,,,,Issan,2005,0.75,45, £	94.60 ,75.68,68%,
,FALSE,FALSE,,,,,,,,,,,,,Issan,2008,0.75,26.375, £	65.50 ,52.4,99%,
,FALSE,FALSE,,,,,,,,,,,,,Issan,2009,0.75,34.1666666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Issan,2010,0.75,34.1666666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Jean Chartron, Puligny Montrachet Clos Cailleret Rouge",2006,0.75,20.9, £	51.25 ,41,96%,
A4,TRUE,FALSE,,,,France,Bourgogne,,White,,13.5,,,,"Jean Cordier Pere et Fils, Saint Veran",2012,0.75,12.0083333333333, £	17.10 ,13.68,14%,To increase price
,FALSE,FALSE,,,,,,,,,,,,,"Jean Filloux, Cognac Cep d'Or",NV,0.7,20.39, £	77.45 ,61.96,204%,
,FALSE,FALSE,,,,,,,,,,,,,"Jean Filloux, Cognac Tres Vieux",NV,0.7,30.8,NA,NA,,
A7,TRUE,FALSE,,,,,,,White,Sparkling,,,,,"Krug, Grand Cuvee",NV,0.75,88.71, £	140.00 ,112,26%,
,FALSE,FALSE,,,,,,,,,,,,,"Krug, Grand Cuvee",NV,0.375,44,NA,NA,,
A6,TRUE,FALSE,,,,France,Bordeaux,,White,,,,,,"La Fleur Des Pins, Graves Superieures",2009,0.375,,,0,,Unlisted
C1,TRUE,FALSE,,,,,,,,,,,,,Lafite Rothschild,2004,0.75,385.83,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Lafite Rothschild,1995,0.75,650,NA,NA,,
C3,TRUE,FALSE,,,,,,,,,,,12,,Lafon Rochet,2005,0.75,24.9583333333333,NA,NA,,
C8,TRUE,FALSE,,,,,,,,,,Grand Cru Classe,12,,Lafon Rochet,1995,0.75,25, £	65.50 ,52.4,110%,
,FALSE,FALSE,,,,,,,,,,,,,Lafon Rochet,2000,0.75,36, £	79.75 ,63.8,77%,
,FALSE,FALSE,,,,,,,,,,,,,Lafon Rochet,2009,0.75,23.5416666666667,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Lagrange (Saint Julien),2009,0.375,14.2,POA,NA,,To put in the shop / only 2 cases in bond
,FALSE,FALSE,,,,,,,,,,,,,Lagrange (Saint Julien),2000,0.75,46.42, £	123.70 ,98.96,113%,
,FALSE,FALSE,,,,,,,,,,,,,Lagrange (Saint Julien),2005,0.75,32.25,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Lagune,1998,0.75,28, £	65.45 ,52.36,87%,
A2,TRUE,FALSE,,,,France,Bordeaux,Saint Emilion,Red,,13.5,,,,"Landes, Cuvee Tradition",2012,0.375,7,NA,NA,,to put shop / wholesale
,FALSE,FALSE,,,,,,,,,,,,,"Landes, Cuvee Tradition",2011,0.75,12.98,NA,NA,,to put shop / wholesale
,FALSE,FALSE,,,,,,,,,,,,,"Landes, Cuvee Tradition",2011,1.50,22.66, £	31.30 ,25.04,11%,
C,TRUE,FALSE,,,,,,,,,,,12,,Langoa Barton,2006,0.75,23.04, £	123.70 ,98.96,330%,
C1,TRUE,FALSE,,,,,,,,,,Grand Cru Classe,,,Lascombes,2000,0.75,64.17, £	109.15 ,87.32,36%,
C1,TRUE,FALSE,,,,,,,,,,,12,,Lascombes,2004,0.75,39.33,NA,NA,,
C1,TRUE,FALSE,,,,,,,,,,,,,Lascombes,2006,0.75,38.5, £	94.60 ,75.68,97%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Lascombes,2004,0.375,19.67, £	54.55 ,43.64,122%,
,FALSE,FALSE,,,,,,,,,,,,,Lascombes,2009,0.375,20.2708333333333,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Lascombes,2003,0.75,40.75, £	94.60 ,75.68,86%,
,FALSE,FALSE,,,,,,,,,,,,,Lascombes,2005,0.75,50.4583333333333, £	109.15 ,87.32,73%,
,FALSE,FALSE,,,,,,,,,,,,,Lascombes,2004,1.5,89.17, £	218.25 ,174.6,96%,
,FALSE,FALSE,,,,,,,,,,,,,Lascombes,2005,1.50,100.916666666667, £	232.80 ,186.24,85%,
C2,TRUE,FALSE,,,,,,,,,,,12,,Latour,1998,0.75,315,NA,NA,,
C3,TRUE,FALSE,,,,,,,,,,,12,,Latour,2001,0.75,239.79, £	945.75 ,756.6,216%,
C,TRUE,FALSE,,,,,,,,,,,24,,Leoville Barton,2007,0.75,30.83, £	87.30 ,69.84,127%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Barton,2000,0.75,67.5, £	232.80 ,186.24,176%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Barton,2001,0.75,30, £	130.95 ,104.76,249%,
C6,TRUE,FALSE,,,,,,,,,,,,,Leoville Barton,2002,0.75,36.5, £	109.15 ,87.32,139%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Barton,2003,0.75,54.9, £	145.00 ,116,111%,
C,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,1975,0.75,,,0,,
C1,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,1999,0.75,94.17, £	145.50 ,116.4,24%,right on market price. Shop only?
C1,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,1995,0.75,119.17, £	283.70 ,226.96,90%,
C1,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,1996,0.75,140.4, £	363.75 ,291,107%,
C8,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,1998,0.75,102.5,NA,NA,,right on market price. Shop only?
C8,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,2000,0.75,177.5,NA,NA,,
C8,TRUE,FALSE,,,,,,,,,,,12,,Leoville Las Cases,2003,0.75,100.83, £	196.45 ,157.16,56%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Poyferre,1998,0.75,40.75, £	109.15 ,87.32,114%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Poyferre,2000,0.75,90, £	247.35 ,197.88,120%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Leoville Poyferre,2001,0.75,45, £	101.85 ,81.48,81%,
,FALSE,FALSE,,,,,,,,,,,,,Leoville Poyferre,2006,0.75,34.1666666666667, £	101.85 ,81.48,138%,
B10,TRUE,FALSE,,,,France,Bordeaux,,Red,Still,,,12,,Lisennes,2010,0.75,4.99583333333333, £	7.85 ,6.28,26%,under wholesale price - to increase
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,"Louis Roederer, Cristal",2002,0.75,NA, £	226.20 ,180.96,,check with Simon the purchase price
A8,TRUE,FALSE,,,,France,Bordeaux,Saint Emilion,,,,,,,Lucas,2000,1.50,16.9866666666667, £	40.75 ,32.6,92%,
,FALSE,FALSE,,,,,,,,,,,,,Lucas,2005,0.75,7.03083333333333, £	15.90 ,12.72,81%,
A2,TRUE,FALSE,,,,France,Bordeaux,Saint Emilion,Red,,13,,,,Lucas Cuvee,2008,0.375,4.16166666666667, £	9.40 ,7.52,81%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Lynch Bages,2003,0.375,38, £	87.30 ,69.84,84%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2006,0.75,55.63, £	160.05 ,128.04,130%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2007,0.75,55.63, £	126.60 ,101.28,82%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2004,0.75,113, £	160.05 ,128.04,13%,bought too expensive market price GBP80 24 bottles- shop only?
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,1998,0.75,66.25, £	160.05 ,128.04,93%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2003,0.75,72.27, £	160.05 ,128.04,77%,
C6,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2005,0.75,72.63, £	160.05 ,128.04,76%,
C7,TRUE,FALSE,,,,,,,,,,,12,,Lynch Bages,2001,0.75,62.71, £	160.05 ,128.04,104%,
,FALSE,FALSE,,,,,,,,,,,,,Lynch Bages,2004,1.5,228, £	334.65 ,267.72,17%,bought too expensive market price GBP160 6 bottles- shop only?
,FALSE,FALSE,,,,,,,,,,,,,Lynch Bages,2003,1.5,144.54, £	334.65 ,267.72,85%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Macon Lugny, Les Charmes",2013,0.75,,,0,,Unlisted
,FALSE,FALSE,,,,,,,,,,,,,Manoir Gay,2006,0.75,13.83,POA,NA,,
B10,TRUE,FALSE,,,,,,,,,,,12,,"Marchesato Degli Aleramici, Brunello di Montalcino Carlo Magno",2005,0.75,NA, £	36.40 ,29.12,,check with Simon the purchase price
,FALSE,FALSE,,,,,,,,,,,,,"Marchesi Barolo, Picit Langue",1999,0.75,13.3, £	48.90 ,39.12,194%,
C3,TRUE,FALSE,,,,,,,,,,,12,,Margaux,2004,0.75,244.17,NA,NA,,
C3,TRUE,FALSE,,,,,,,,,,,6,,Margaux,2005,0.75,725," £	1,382.25 ",1105.8,53%,
B10,TRUE,FALSE,,,,South Africa,Coastal Region,Stellenbosch,Red,Bordeaux Blend,,,12,,"Meerlust, Rubicon",2009,0.75,,,,,Unlisted
A4,TRUE,FALSE,,,,France,,,,,,,,,"Michel Wust, Gewurztraminer Tradition",2012,0.75,6.9225, £	14.10 ,11.28,63%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Michel Wust, Pinot-Blanc Auxerrois",2009,0.750,,,,,Unlisted
C4,TRUE,FALSE,,,,,,,,,,,24,,Mille Roses (Haut Medoc),2006,0.375,13.13, £	15.30 ,12.24,-7%,
,FALSE,FALSE,,,,,,,,,,,,,Mille Roses (Haut Medoc),2008,0.375,6.37083333333333, £	15.30 ,12.24,92%,
,FALSE,FALSE,,,,,,,,,,,,,Mille Roses (Haut Medoc),2004,0.75,9.71666666666667, £	22.10 ,17.68,82%,
,FALSE,FALSE,,,,,,,,,,,,,Mille Roses (Haut Medoc),2005,0.75,9.38,NA,NA,,
B2,TRUE,FALSE,,,,,,,,,,,12,,Mille Roses (Haut Medoc),2006,0.75,9.16666666666667, £	22.10 ,17.68,93%,
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,"Moet & Chandon, Dom Perignon",2002,0.75,85, £	145.50 ,116.4,37%,
B1,TRUE,FALSE,,,,,,,,,,Grand Cru,12,Wood,Monbousquet,2003,0.75,32.25, £	72.75 ,58.2,80%,
B1,TRUE,FALSE,,,,,,,,,,Grand Cru,12,Wood,Monbousquet,2005,0.75,40.75, £	87.30 ,69.84,71%,
B1,TRUE,FALSE,,,,,,,,,,Grand Cru,12,Wood,Monbousquet,2000,0.75,,,0,,Unlisted
B10,TRUE,FALSE,,,,,,,,,,,12,,"Mont Auriol, Cabernet Sauvignon",2009,0.75,4.83666666666667, £	8.95 ,7.16,48%,
A3,TRUE,FALSE,,,,,,,,,,,,,"Mont Auriol, Chardonnay",2010,0.75,4.8,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Mont Auriol, Chardonnay",2012,0.75,4.8075, £	8.95 ,7.16,49%,
,FALSE,FALSE,,,,,,,,,,,,,"Mont Auriol, Chardonnay",2013,0.75,4.78083333333333,NA,NA,,
B9,TRUE,FALSE,,,,France,,,Red,,,,12,,"Mont Auriol, Merlot",2013,0.75,4.79416666666667, £	8.95 ,7.16,49%,
A1,TRUE,FALSE,,,,France,,,White,,12.5,,,,"Mont Auriol, Sauvignon Blanc",2014,0.75,4.77583333333333,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Mont Auriol, Sauvignon Blanc",2013,0.75,4.96, £	8.95 ,7.16,44%,
A3,TRUE,FALSE,,,,France,,,,,,,,,"Mont Auriol, Viognier",2012,0.75,5.15, £	8.95 ,7.16,39%,
,FALSE,FALSE,,,,,,,,,,,,,"Mont Auriol, Viognier",2011,0.75,4.93,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Mont Auriol, Viognier",2013,0.75,4.95666666666667,NA,NA,,
B2,TRUE,FALSE,,,,Argentina,,,,,,,6,,"Monteviejo, Malbec Festivo",2012,0.75,5.115, £	10.55 ,8.44,65%,
B2,TRUE,FALSE,,,,Argentina,,,,,,,12,,"Monteviejo, Malbec Festivo",2013,0.75,5.11833333333333,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Monteviejo, Malbec Lindaflor",2007,0.75,14.4766666666667, £	37.95 ,30.36,110%,
,FALSE,FALSE,,,,,,,,,,,,,"Monteviejo, Malbec Monteviejo",2005,0.75,14.07, £	26.20 ,20.96,49%,
,FALSE,FALSE,,,,,,,,,,,,,"Monteviejo, Malbec Monteviejo",2008,0.75,11.95,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Monteviejo, Petite Fleur",2010,0.75,8.34166666666667, £	16.90 ,13.52,62%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Monteviejo, Torrontes Festivo",2010,0.75,5.25, £	10.20 ,8.16,55%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Montrose,2000,0.375,40,NA,NA,,to sell in the shop
C6,TRUE,FALSE,,,,,,,,,,,12,,Montrose,1999,0.75,56.67, £	94.60 ,75.68,34%,
C7,TRUE,FALSE,,,,,,,,,,,12,,Montrose,2000,0.75,80.42, £	254.75 ,203.8,153%,to sell in the shop
C7,TRUE,FALSE,,,,,,,,,,,,,Montrose,2001,0.75,47.83, £	94.60 ,75.68,58%,
C7,TRUE,FALSE,,,,,,,,,,,,,Montrose,2002,0.75,40, £	84.40 ,67.52,69%,
C7,TRUE,FALSE,,,,,,,,,,,12,,Montrose,2004,0.75,39.33, £	87.30 ,69.84,78%,
C7,TRUE,FALSE,,,,,,,,,,,12,,Montrose,2007,0.75,37.8, £	94.60 ,75.68,100%,
,FALSE,FALSE,,,,,,,,,,,,,Montrose,2003,0.75,122.09,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Montrose,2003,1.5,244.17,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Montviel,2006,0.75,19.06, £	49.70 ,39.76,109%,
,FALSE,FALSE,,,,,,,,,,,,,Moulin,2000,0.75,50, £	142.50 ,114,128%,92RP
C1,TRUE,FALSE,,,,,,,,,,,12,,Mouton Rothschild,1997,0.75,37.5, £	582.00 ,465.6,1142%,Edward mistake - 4 bottles in the shop?
C1,TRUE,FALSE,,,,,,,,,,,12,,Mouton Rothschild,2001,0.75,252.5,NA,NA,,
C3,TRUE,FALSE,,,,,,,,,,,12,,Mouton Rothschild,1995,0.75,277.5, £	691.15 ,552.92,99%,
C3,TRUE,FALSE,,,,,,,,,,,12,,Mouton Rothschild,1996,0.75,277.5, £	691.15 ,552.92,99%,
C3,TRUE,FALSE,,,,,,,,,,,12,,Mouton Rothschild,2002,0.75,234, £	654.75 ,523.8,124%,
A1,TRUE,FALSE,,,,New Zealand,Marlborough,,White,,,,,,"Navrina Cove, Sauvignon Blanc ",2012,0.75,7.30166666666667, £	12.85 ,10.28,41%,
,FALSE,FALSE,,,,,,,,,,,,,Nenin,1998,0.75,36.5, £	87.30 ,69.84,91%,
,FALSE,FALSE,,,,,,,,,,,,,Nenin,2009,0.75,23.5416666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Olivier Ravoire, Chateauneuf du Pape",2010,0.75,12.89, £	24.95 ,19.96,55%,
C,TRUE,FALSE,,,,,,,,,,,12,,Orangerie,2008,0.75,5.59166666666667, £	12.80 ,10.24,83%,
,FALSE,FALSE,,,,,,,,,,,,,Orangerie,2006,0.75,5.8, £	12.20 ,9.76,68%,
A3,TRUE,FALSE,,,,South Africa,,,,,,,,,"Ormer Bay, Chardonnay",2009,0.75,4.48, £	7.80 ,6.24,39%,
,FALSE,FALSE,,,,,,,,,,,,,"Ormer Bay, Chardonnay Viogner",2009,0.75,4.48,NA,NA,,do we still have some?
B2,TRUE,FALSE,,,,,,,,,,,12,,"Ormer Bay, Pinotage",2009,0.75,4.1725, £	7.80 ,6.24,50%,
A5,TRUE,FALSE,,,,South Africa,,,White,Still,,,,,"Ormer Bay, Sauvignon Blanc",2009,0.75,3.89, £	7.80 ,6.24,60%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Ormes Pez,2002,0.375,,,,,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,2003,0.75,19.17,NA,NA,,in the shop?
,FALSE,FALSE,,,,,,,,,,,,,Ormes Pez,2000,0.375,10.99, £	34.20 ,27.36,149%,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,1996,0.75,21.98, £	50.90 ,40.72,85%,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,2000,0.75,21.98, £	61.10 ,48.88,122%,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,2002,0.75,16.67, £	46.55 ,37.24,123%,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,2005,0.75,19.5, £	58.20 ,46.56,139%,
B1,TRUE,FALSE,,,,,,,,,,,12,Wood,Ormes Pez,2009,0.75,16.67,NA,NA,,
C5,TRUE,FALSE,,,,,,,,,,,12,,Palmer,2000,0.75,150,NA,NA,,
C5,TRUE,FALSE,,,,,,,,,,,12,,Palmer,2001,0.75,99, £	247.35 ,197.88,100%,
C5,TRUE,FALSE,,,,,,,,,,,12,,Palmer,2006,0.75,102.5,NA,NA,,
C8,TRUE,FALSE,,,,,,,,,,Grand Cru Classe De Graves,12,,Pape Clement,2005,0.75,92.5,NA,NA,,in the shop?
,FALSE,FALSE,,,,,,,,,,,,,"Pastor Diaz, Rioja Valdejimena Crianza",2008,0.75,5.37, £	11.80 ,9.44,76%,
,FALSE,FALSE,,,,,,,,,,,,,"Pastor Diaz, Rioja Valdejimena Gran Reserva",2001,0.75,10.4216666666666, £	23.90 ,19.12,83%,
,FALSE,FALSE,,,,,,,,,,,,,"Pastor Diaz, Rioja Valdejimena Tempranillo",2011,0.75,4.77,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Pastor Diaz, Rioja Valdejimena Tempranillo",2012,0.75,5.04166666666667, £	10.50 ,8.4,67%,
,FALSE,FALSE,,,,,,,,,,,,,"Paul Dangin, Carte Or",NV,0.375,7.21416666666667, £	13.50 ,10.8,50%,
C3,TRUE,FALSE,,,,,,,,,,1er Grand Cru Classe,12,,Pavie,2006,0.75,126.25,NA,NA,,
C8,TRUE,FALSE,,,,,,,,,,1er Grand Cru Classe,12,,Pavie,2005,0.75,202.5,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Pavie Decesse,1995,0.75,20, £	40.75 ,32.6,63%,
C3,TRUE,FALSE,,,,,,,,,,,,,Petit Village,1998,0.75,37.92, £	65.50 ,52.4,38%,
C7,TRUE,FALSE,,,,,,,,,,,,,Petit Village,1996,0.75,23.75, £	61.10 ,48.88,106%,
C7,TRUE,FALSE,,,,,,,,,,,,,Petit Village,2000,0.75,32.25, £	72.75 ,58.2,80%,
C2,TRUE,FALSE,,,,,,,,,,1er Grand Vin,,,Pichon Baron,1995,0.75,69.3, £	174.60 ,139.68,102%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Pichon Baron,1998,0.375,31.54, £	72.75 ,58.2,85%,Edward mistake
C8,TRUE,FALSE,,,,,,,,,,1er Grand Vin,,,Pichon Baron,2000,0.75,110.52, £	305.55 ,244.44,121%,
,FALSE,FALSE,,,,,,,,,,,,,Pichon Baron,1998,0.75,30, £	138.25 ,110.6,269%,Edward mistake
,FALSE,FALSE,,,,,,,,,,,,,Pichon Baron,2006,0.75,50.4583333333333,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Pichon Baron,2009,0.75,76.6666666666667,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Pichon Baron,2010,0.75,84.0416666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Pichon Baron,2011,0.75,44.7916666666667,NA,NA,,
C2,TRUE,FALSE,,,,,,,,,,,12,,Pichon Lalande,1988,0.75,27.5, £	160.05 ,128.04,366%,Edware mistake - market price GBP 100
C2,TRUE,FALSE,,,,,,,,,,,,,Pichon Lalande,1989,0.75,127.5, £	269.20 ,215.36,69%,
C2,TRUE,FALSE,,,,,,,,,,,,,Pichon Lalande,2000,0.75,121.5, £	465.60 ,372.48,207%,
C7,TRUE,FALSE,,,,,,,,,,,12,,Pichon Lalande,1998,0.75,27.5, £	130.95 ,104.76,281%,Edware mistake - market price GBP 100
C8,TRUE,FALSE,,,,,,,,,,,,,Pichon Lalande,1986,0.75,133.2, £	363.75 ,291,118%,
C8,TRUE,FALSE,,,,,,,,,,,,,Pichon Lalande,1997,0.75,64.8, £	119.30 ,95.44,47%,
,FALSE,FALSE,,,,,,,,,,,,,Pichon Lalande,2005,0.75,55.4166666666667,NA,NA,,3 cs12
,FALSE,FALSE,,,,,,,,,,,,,Pichon Lalande,2009,0.75,142.833333333333,POA,NA,,
B2,TRUE,FALSE,,,,Italy,,,,,,,12,,"Pignataro, Montelpuciano d'Abruzzo Monte Tessa",2012,0.75,4.92333333333333, £	8.30 ,6.64,35%,
A3,TRUE,FALSE,,,,Italy,,,,,,,,,"Pignataro, Trebbiano d'Abruzzo",2012,0.75,3.72166666666667, £	8.00 ,6.4,72%,
,FALSE,FALSE,,,,,,,,,,,,,"Pignataro, Trebbiano d'Abruzzo",2008,0.75,4.13,NA,NA,,
,FALSE,FALSE,,,,Italy,,,,,,,,,"Poggio Salvi, Brunello Di Montalcino",2005,0.75,18.92,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Brunello Di Montalcino",2007,0.75,17.59, £	36.40 ,29.12,66%,
B10,TRUE,FALSE,,,,,,,,,,,12,,"Poggio Salvi, Brunello Di Montalcino",2009,0.75,17.2108333333333,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Campo Del Bosco",2006,0.75,11.9466666666667, £	25.10 ,20.08,68%,
A2,TRUE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Chianti Colli Senesi",2009,0.375,8.36, £	8.60 ,6.88,-18%,loss + less than wholesale
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Chianti Colli Senesi",2012,0.375,3.77208333333333,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Chianti Colli Senesi",2012,0.75,6.6, £	12.75 ,10.2,55%,
B10,TRUE,FALSE,,,,Italy,,,Red,,,,12,,"Poggio Salvi, Morellino di Scansano",2012,0.75,7.54416666666667, £	12.75 ,10.2,35%,
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Vino Nobile",2007,0.75,10.45, £	21.10 ,16.88,62%,
,FALSE,FALSE,,,,,,,,,,,,,"Poggio Salvi, Vino Nobile",2011,0.75,10.1566666666666,NA,NA,,
C4,TRUE,TRUE,,,,,,,,,,,24,,Pointe,2000,0.375,12, £	25.40 ,20.32,69%,
B1,TRUE,FALSE,,,,France,,,,,,,12,Wood,Pointe,2000,0.75,23.75, £	43.65 ,34.92,47%,
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,Pommery brut,NV,0.75,NA, £	63.00 ,50.4,,Not charged by Edward
C3,TRUE,FALSE,,,,,,,,,,,12,,Pontet Canet,2008,0.75,41.25, £	174.60 ,139.68,239%,
B1,TRUE,FALSE,,,,,,,,,,Grand Cru Classe,12,Wood,Pontet Canet,2000,0.75,62.71, £	174.60 ,139.68,123%,
,FALSE,FALSE,,,,,,,,,,,,,Pontet Canet,2006,0.75,46.42, £	174.60 ,139.68,201%,
C4,TRUE,FALSE,,,,,,,,,,,,,Potensac,2000,0.375,17.5, £	29.50 ,23.6,35%,to add in 5 bottles in the shop - not in Patrice list
C7,TRUE,FALSE,,,,,,,,,,,12,,Potensac,2005,0.75,16.67, £	43.65 ,34.92,109%,
,FALSE,FALSE,,,,,,,,,,,,,Potensac,2009,0.375,6.45833333333333,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Potensac,2008,0.75,12.2083333333333, £	36.40 ,29.12,139%,
